LOG_LIQ,EDUC,LOG_INCOME,HHOUSES,AGE,FINLIT,EMERGSAV,KIDS,MARRIED,OCCAT1,YESFINRISK,LOG_DEBT,SPENDMOR,LATE,LOG_RET_ASSETS,AGE_GROUP,RET_MULTIPLIER,INCOME_RAW_EST,RET_ASSETS_RAW_EST,DEBT_RAW_EST,RET_READY_THRESHOLD,RET_READY
6.90875477931522,10,10.95586961402582,1,62,3,0,0,1,3,0,10.428245666832275,3,0,6.90875477931522,60-64,6.0,57288.326653000004,999.9999999999999,33799.999999999985,343729.95991800004,0
12.301387370778713,14,12.689345803522986,1,63,3,1,0,1,1,0,12.013706813470414,4,0,14.577717741091163,60-64,6.0,324273.54709000007,2143000.000000001,165000.00000000015,1945641.2825400005,1
14.266586814266963,12,15.062697170906064,1,57,3,1,0,1,2,0,13.567050480716237,2,0,16.61947687646566,50-59,4.0,3480536.0721000084,16510000.000000011,780000.0000000015,13922144.288400033,1
5.771441123130016,8,10.64914561257346,0,41,0,0,3,2,1,0,9.19023970026918,4,1,8.394121193826242,40-49,2.0,42155.561122000014,4419.999999999996,9799.999999999998,84311.12224400003,0
6.255750041753367,9,9.470543987306163,0,19,2,0,0,2,4,0,0.0,5,0,6.255750041753367,Under 30,0.25,12970.941883999983,520.0,0.0,3242.735470999996,0
5.707110264748875,8,11.175229004346514,0,51,2,0,1,1,1,0,6.90875477931522,4,1,5.707110264748875,50-59,4.0,71340.18036100005,299.9999999999999,999.9999999999999,285360.7214440002,0
8.216358332386156,11,10.674462827538376,0,62,1,0,0,2,1,0,11.759793355371237,4,0,8.216358332386156,60-64,6.0,43236.47294599996,3699.999999999998,127999.99999999997,259418.83767599973,0
12.345838935721968,12,11.462907572501242,1,68,3,1,0,1,3,0,0.0,4,0,14.56928283092878,65+,8.0,95120.24048100002,2125000.0000000014,0.0,760961.9238480001,1
6.8679744089702925,9,10.674462827538376,0,23,2,1,0,2,1,1,0.0,2,0,6.8679744089702925,Under 30,0.25,43236.47294599996,960.0,0.0,10809.11823649999,0
8.699681400989514,8,12.689345803522986,1,52,3,0,0,1,1,0,12.995667994503354,2,0,11.097425172408933,50-59,4.0,324273.54709000007,66000.00000000012,440499.99999999977,1297094.1883600003,0
6.2166061010848646,11,11.159961747859198,1,42,2,0,1,2,1,0,10.640675541671662,5,0,10.703266939811954,40-49,2.0,70259.268537,44499.99999999997,41799.99999999997,140518.537074,0
13.837762144893723,12,13.483843787831688,1,42,3,1,2,1,1,0,13.366095129723815,2,0,14.811536627201628,40-49,2.0,717725.4509,2707499.999999999,637999.9999999985,1435450.9018,1
6.90875477931522,12,10.897601753215405,1,50,2,0,0,2,1,0,12.468440756144114,3,0,6.90875477931522,50-59,4.0,54045.59118200007,999.9999999999999,259999.9999999998,216182.36472800028,0
7.601402334583733,3,10.511947979456522,0,49,2,0,0,1,2,0,0.0,5,0,9.105090961257083,40-49,2.0,36751.00200399998,8999.999999999984,0.0,73502.00400799996,0
6.68586094706836,6,10.897601753215405,0,55,2,0,0,1,1,0,0.0,4,0,6.68586094706836,50-59,4.0,54045.59118200007,800.0000000000003,0.0,216182.36472800028,0
16.14668320499196,14,15.673339893066563,1,67,3,1,0,1,2,0,0.0,2,0,17.216707972959764,65+,8.0,6409807.1141999895,30000000.00000005,0.0,51278456.913599916,0
8.294299608857235,8,9.182887610990472,1,60,2,0,0,2,1,0,11.19822841866684,5,0,8.294299608857235,60-64,6.0,9728.206412799984,4000.0000000000014,73000.00000000003,58369.2384767999,0
9.036106025364846,13,12.05447026579311,1,52,3,0,0,1,1,0,12.377927112974284,5,0,12.29865638469802,50-59,4.0,171864.97996000008,219399.99999999983,237499.99999999985,687459.9198400003,0
7.560601162768557,11,9.69367212060944,1,69,2,1,1,1,3,0,7.307202314764738,4,1,13.224777356283198,65+,8.0,16213.677355,553919.9999999995,1489.9999999999993,129709.41884,1
9.34145634983372,8,10.792243293398966,0,73,3,0,0,2,1,1,10.563879076356082,5,0,9.873079890114704,65+,8.0,48641.03206399999,19400.000000000036,38710.00000000002,389128.25651199993,0
4.61512051684126,4,9.470543987306163,0,68,1,0,0,2,3,0,0.0,2,0,4.61512051684126,65+,8.0,12970.941883999983,100.00000000000003,0.0,103767.53507199987,0
5.707110264748875,10,8.266751042186463,1,36,2,0,0,2,4,0,11.561725152903833,4,1,11.574029971623514,30-39,0.75,3891.2825651000003,106299.99999999996,104999.99999999997,2918.461923825,1
7.601402334583733,8,9.288237848223762,0,53,1,0,0,2,1,0,8.006700845440367,1,1,7.696667081526462,50-59,4.0,10809.118235999998,2200.0,2999.9999999999995,43236.472943999994,0
9.239996256883693,12,11.234068703381135,1,81,2,1,1,2,3,0,10.627915353129104,4,0,14.342780824360272,65+,8.0,75663.82765499984,1694300.0000000012,41269.99999999996,605310.6212399987,1
9.989711119284744,9,11.367598443988374,0,61,2,1,0,2,2,0,8.699681400989514,5,0,9.989711119284744,60-64,6.0,86472.94589200003,21799.999999999956,6000.000000000005,518837.67535200017,0
12.150036542839864,12,13.835687391217062,1,55,3,0,1,1,2,1,13.657687643730208,5,0,13.834431424074277,50-59,4.0,1020380.7614999996,1019100.0000000002,853999.9999999993,4081523.045999998,0
13.314636915215106,12,15.534252282831948,1,61,3,1,0,1,2,0,15.05966544010744,2,0,17.234416906155435,60-64,6.0,5577505.010000011,30536000.000000026,3470000.000000003,33465030.060000066,0
10.985309671896765,12,12.546245434332969,1,56,2,1,3,1,1,0,13.049579758676575,5,0,14.064712423020696,50-59,4.0,281037.07415000035,1282999.9999999993,464899.9999999989,1124148.2966000014,1
10.736418414365376,14,12.44939597018852,1,39,3,1,2,1,1,0,13.920771968711373,4,0,11.6172944892629,30-39,0.75,255095.1903799998,111000.00000000004,1111000.0000000019,191321.39278499986,0
4.51085950651685,8,10.030126736355644,1,50,2,0,5,1,4,0,0.0,1,0,4.51085950651685,50-59,4.0,22699.14829700001,89.99999999999997,0.0,90796.59318800004,0
10.545367754151744,12,12.602334706882178,0,57,3,1,0,1,2,0,0.0,4,0,15.450226472590424,50-59,4.0,297250.75150000013,5128000.0,0.0,1189003.0060000005,1
6.523562306149512,12,11.079920226254767,0,39,2,0,0,2,1,0,10.915106645867503,2,1,6.523562306149512,30-39,0.75,64854.70941899998,679.9999999999998,55000.00000000004,48641.03206424999,0
7.544861068658458,8,11.063113369269184,0,25,3,0,0,1,1,0,10.463131911491969,4,0,7.890208213109961,Under 30,0.25,63773.79759499985,2670.0000000000005,35000.00000000007,15943.449398749963,0
9.105090961257083,9,11.28963784015293,1,54,3,1,2,2,1,0,11.944714374881176,2,0,9.105090961257083,50-59,4.0,79987.47494999996,8999.999999999984,153999.99999999988,319949.89979999984,0
8.412054873292933,9,11.756252709710797,1,58,2,0,1,1,3,0,11.909020140718257,2,0,8.412054873292933,50-59,4.0,127547.59519000025,4499.999999999999,148600.00000000038,510190.380760001,0
7.578656850594762,8,8.777473893219948,0,34,2,0,0,2,1,0,10.585346257326217,5,0,8.332308352219117,30-39,0.75,6485.470941899995,4154.999999999997,39549.99999999999,4864.103206424996,0
11.49782197939291,13,11.821849494415464,1,63,3,1,0,2,1,0,0.0,5,0,11.59451466851004,60-64,6.0,136194.88977999994,108499.99999999999,0.0,817169.3386799996,0
12.439170488085749,13,14.756205869536675,1,65,3,0,0,2,2,0,14.53335083891935,2,0,15.3022159311325,65+,8.0,2561761.0219999994,4422499.99999999,2050000.000000001,20494088.175999995,0
10.839600519357369,12,13.988626544885074,1,58,3,1,0,1,2,0,15.05330520078888,1,0,15.504314210519537,50-59,4.0,1189003.006000001,5412999.999999996,3448000.0,4756012.024000004,1
5.402677381872279,10,10.31779779558084,0,50,2,0,0,1,3,0,5.707110264748875,5,0,5.402677381872279,50-59,4.0,30265.531061999973,220.99999999999997,299.9999999999999,121062.12424799989,0
10.950824090522444,8,11.649008066953392,1,53,3,0,0,1,2,0,11.089820688682371,5,0,13.614618838078025,50-59,4.0,114576.65330999994,818000.0000000003,65499.99999999983,458306.61323999974,1
9.546884034617923,12,12.379191996605552,1,37,3,1,0,1,1,0,12.595581121014076,4,0,11.6262630788088,30-39,0.75,237800.60120000003,111999.99999999984,295250.0,178350.45090000003,0
9.648659816955297,13,11.53944687502236,1,35,2,1,2,1,1,0,12.346273621950562,3,0,9.648659816955297,30-39,0.75,102686.62324999995,15500.000000000036,230099.99999999983,77014.96743749996,0
13.089842251812335,12,12.909818516118984,1,33,2,1,0,1,2,0,13.75713010361925,4,0,13.546324377048323,30-39,0.75,404261.0220399994,763999.9999999992,943290.0000000002,303195.76652999956,1
10.308985993422082,4,10.204473075038807,1,90,1,0,0,2,3,0,0.0,5,0,10.308985993422082,65+,8.0,27022.79559099997,29999.99999999999,0.0,216182.36472799975,0
0.0,13,9.930047914868677,0,74,3,0,0,2,3,0,0.0,5,0,0.0,65+,8.0,20537.32464900002,0.0,0.0,164298.59719200016,0
10.877688637695115,9,11.190266672490848,0,44,2,0,0,1,1,0,10.645448706505872,5,0,12.037541561549428,40-49,2.0,72421.09218400005,168980.0000000002,41999.99999999999,144842.1843680001,1
8.987321812850125,10,11.73915841150484,1,37,1,0,3,1,1,0,11.892737666219704,1,1,8.987321812850125,30-39,0.75,125385.7715399999,8000.0000000000055,146200.00000000006,94039.32865499993,0
12.59473402514672,14,12.195051453346125,1,63,3,1,0,2,2,0,12.10625783509458,4,0,12.921472880009723,60-64,6.0,197806.86373000027,408999.99999999936,181000.00000000006,1186841.1823800015,0
5.707110264748875,6,10.076644749570695,0,58,2,1,0,2,3,0,0.0,1,0,5.707110264748875,50-59,4.0,23780.060119999976,299.9999999999999,0.0,95120.2404799999,0
10.020870508171171,12,11.821849494415464,1,38,2,1,0,1,1,0,12.429220196836384,5,0,11.956912324065804,30-39,0.75,136194.88977999994,155890.0,250000.00000000023,102146.16733499995,1
10.736418414365376,9,10.482095840823945,1,80,3,1,0,2,3,0,0.0,3,0,12.955129822091816,65+,8.0,35670.09018000006,423000.00000000076,0.0,285360.72144000046,1
13.171155446333852,12,15.534252282831948,1,71,3,1,0,1,1,0,16.204273438942487,4,0,18.56239730524952,65+,8.0,5577505.010000011,115225000.00000007,10899999.999999993,44620040.08000009,1
5.8888779583328805,8,10.482095840823945,0,55,3,0,0,2,1,0,0.0,2,0,5.8888779583328805,50-59,4.0,35670.09018000006,359.99999999999983,0.0,142680.36072000023,0
8.863757191604241,8,11.190266672490848,0,51,2,0,0,2,1,0,9.259225769705994,4,0,12.969377685381849,50-59,4.0,72421.09218400005,429070.00000000023,10500.000000000005,289684.3687360002,1
10.322230781590136,8,11.367598443988374,1,47,2,1,1,1,1,0,11.80560254159177,4,0,12.558140493079444,40-49,2.0,86472.94589200003,284400.0000000001,133999.9999999999,172945.89178400006,1
8.160803920954665,12,10.974561423798535,1,73,2,1,0,2,1,0,12.280256686219182,5,0,13.821791789660372,65+,8.0,58369.23847699994,1006299.9999999995,215399.99999999994,466953.9078159995,1
8.987321812850125,9,10.511947979456522,1,72,1,1,0,1,3,0,0.0,5,0,9.39274525863144,65+,8.0,36751.00200399998,11999.999999999978,0.0,294008.01603199984,0
11.552155793461898,12,13.324155957794543,1,55,3,1,0,2,2,0,13.122365377402328,3,0,15.449641278110676,50-59,4.0,611796.0921800004,5124999.999999987,499999.99999999977,2447184.3687200015,1
6.55250788703459,13,10.31779779558084,0,55,2,0,0,2,2,0,11.561725152903833,2,0,11.9873007744816,50-59,4.0,30265.531061999973,160699.99999999994,104999.99999999997,121062.12424799989,1
8.294299608857235,12,11.046019206267973,0,38,3,0,2,1,1,0,10.219793524324476,2,1,8.294299608857235,30-39,0.75,62692.88577200012,4000.0000000000014,27440.000000000062,47019.66432900009,0
9.581972891547895,11,13.57723524613773,1,67,2,1,0,1,2,0,12.77138929548529,5,0,14.32425461677636,65+,8.0,787984.7194400005,1663199.9999999981,352000.0000000003,6303877.755520004,0
11.635151947212842,12,0.0,1,46,3,0,3,1,2,0,13.911276088626114,4,0,14.372265686684402,40-49,2.0,0.0,1744999.9999999988,1100499.9999999993,0.0,1
9.865837605084222,13,11.969173203349216,1,43,3,1,2,1,1,0,13.070229730019086,4,0,11.64273368518212,40-49,2.0,157813.12625000012,113859.99999999999,474600.00000000035,315626.25250000024,0
16.568406710601305,13,14.841105281563587,1,55,3,1,1,1,2,0,14.858258066275946,4,0,18.704113809646667,50-59,4.0,2788752.5049999948,132768000.00000007,2837000.0000000005,11155010.019999979,1
4.624972813284271,9,9.875983398597374,0,37,2,0,2,2,4,1,10.685126264117056,2,1,4.624972813284271,30-39,0.75,19456.412826000007,100.99999999999996,43699.99999999993,14592.309619500005,0
14.176676104039728,8,13.890311942980292,1,64,3,1,0,2,3,1,0.0,2,0,16.87116136882157,60-64,6.0,1077669.0882000008,21234999.999999978,0.0,6466014.529200004,1
10.203629181337648,11,11.355019808159389,1,38,2,1,2,1,1,0,12.524530013005734,5,0,10.203629181337648,30-39,0.75,85392.03406799996,26999.999999999978,275000.0000000002,64044.02555099997,0
7.601402334583733,8,11.355019808159389,1,44,1,0,2,1,1,0,10.785207543360087,2,1,10.67130147767883,40-49,2.0,85392.03406799996,43100.00000000004,48299.99999999997,170784.06813599993,0
12.739054008205294,12,12.576550677614923,1,60,3,1,0,1,2,0,10.275085591132717,3,0,14.92433749898519,60-64,6.0,289684.3687399998,3030800.000000002,29000.000000000047,1738106.2124399985,1
11.820417517632333,12,14.73056344906956,1,60,3,0,0,1,2,0,0.0,5,1,16.605816462411642,60-64,6.0,2496906.3126,16285999.999999981,0.0,14981437.875599999,1
4.127134385045092,8,9.383539618396709,1,62,2,0,0,2,3,0,6.089044875446846,4,0,4.127134385045092,60-64,6.0,11890.03006000001,61.00000000000001,440.0,71340.18036000006,0
10.62135173563291,9,11.41638805747596,1,31,2,1,3,1,1,0,12.345838935721968,4,0,11.418625774449596,30-39,0.75,90796.59318599998,90999.99999999991,230000.0000000001,68097.44488949998,1
11.434974734252892,13,13.74829082152598,1,57,3,1,2,1,1,0,12.52815976788113,4,0,16.061260820053885,50-59,4.0,934988.7274500023,9447500.000000015,276000.0000000002,3739954.9098000093,1
0.0,2,9.550580764956187,1,58,1,0,1,2,1,0,9.39274525863144,5,0,0.0,50-59,4.0,14051.853706999998,0.0,11999.999999999978,56207.41482799999,0
11.127277689932466,12,13.101454412807064,1,50,3,1,0,1,1,0,0.0,4,0,14.475618401241752,50-59,4.0,489653.05610999966,1935000.0000000007,0.0,1958612.2244399986,0
7.248504072370611,10,10.31779779558084,1,70,2,0,0,1,2,0,0.0,1,0,7.248504072370611,65+,8.0,30265.531061999973,1405.0000000000016,0.0,242124.24849599978,0
6.68586094706836,9,10.386788464403516,0,41,3,0,0,1,1,0,11.264476926102368,3,0,7.170888478512505,40-49,2.0,32427.35470899998,1299.9999999999995,78000.00000000009,64854.70941799996,0
10.043292972227004,14,12.689345803522986,1,51,2,1,1,1,1,0,12.358368749551492,4,0,13.148033073468746,50-59,4.0,324273.54709000007,513000.00000000006,232899.99999999974,1297094.1883600003,0
7.808323050391056,11,10.699154876036824,0,49,1,0,2,2,1,0,9.852246888342531,4,1,10.38779464774131,40-49,2.0,44317.38476999999,32460.000000000025,18999.999999999985,88634.76953999998,0
7.223295679562314,8,11.451478997511789,1,47,2,0,2,1,1,0,11.978174056923724,4,0,7.223295679562314,40-49,2.0,94039.3286570002,1369.9999999999998,159239.9999999999,188078.6573140004,0
10.206956848388238,8,12.172951219287846,1,52,2,1,2,1,1,0,11.6172944892629,5,0,12.660616764976298,50-59,4.0,193483.21643000006,315089.9999999999,111000.00000000004,773932.8657200002,0
10.835671318412196,12,12.232589186385791,1,53,2,0,2,1,1,0,12.468440756144114,5,0,12.973401545524444,50-59,4.0,205373.24649000014,430800.00000000035,259999.9999999998,821492.9859600005,0
15.323137425686562,14,13.817946214642854,1,77,3,1,0,1,3,0,0.0,5,0,16.62287509335178,65+,8.0,1002437.6252999993,16566199.999999996,0.0,8019501.002399994,1
8.699681400989514,14,13.114612470684651,1,58,3,0,3,1,2,0,14.731801689838347,2,0,13.051943059028227,50-59,4.0,496138.52704999957,466000.0,2499999.9999999953,1984554.1081999983,0
11.104972264124868,9,11.451478997511789,1,52,2,1,0,1,1,0,12.380030154325455,2,0,12.303657509006149,50-59,4.0,94039.3286570002,220500.00000000052,237999.99999999956,376157.3146280008,0
14.70545772517636,13,15.328400269608222,1,76,3,1,0,1,2,0,0.0,3,0,18.779424553312406,65+,8.0,4539829.659299998,143152999.99999982,0.0,36318637.27439998,1
13.592368256649284,12,15.52451510930518,1,40,3,1,3,1,1,0,14.635290829986122,4,0,15.86603821814647,40-49,2.0,5523459.418799989,7772000.000000001,2269999.999999998,11046918.837599978,0
11.626977103169516,13,13.379152546081029,1,81,3,1,0,1,3,0,0.0,5,0,16.601822250546693,65+,8.0,646385.2705400009,16221079.999999993,0.0,5171082.164320007,1
8.648396877031582,12,11.226900308980577,1,56,3,1,0,1,1,0,11.8350162104899,3,0,13.781127166084312,50-59,4.0,75123.37174300001,966199.9999999992,138000.0000000003,300493.48697200004,1
10.707751151716078,9,11.439918298765717,1,48,3,1,3,1,2,0,12.793862088206213,5,0,11.780667550692456,40-49,2.0,92958.41683399999,130700.00000000022,360000.0000000001,185916.83366799998,0
8.987321812850125,13,11.063113369269184,1,30,2,0,0,2,1,0,12.072832639020024,4,0,8.987321812850125,30-39,0.75,63773.79759499985,8000.0000000000055,175050.0000000004,47830.34819624989,0
8.000014093678072,10,11.301726487246508,1,47,3,1,0,1,1,0,10.829352306844555,1,0,11.461432150580013,40-49,2.0,80960.29559099994,94980.00000000019,50479.99999999994,161920.5911819999,0
8.594339400592892,11,11.496429917961311,1,62,3,0,0,1,1,0,11.992885613168797,5,0,12.640776116195056,60-64,6.0,98362.9759519998,308900.0000000001,161599.99999999988,590177.8557119989,0
13.023649611968253,14,15.635534709735996,1,65,3,1,0,1,2,0,0.0,4,0,17.258521474408127,65+,8.0,6172006.512999997,31281000.000000007,0.0,49376052.10399997,0
8.577535420422398,12,10.540934738927314,0,24,2,0,0,1,1,0,10.085850775128716,3,0,8.891649112650057,Under 30,0.25,37831.91382800001,7270.000000000005,23999.999999999945,9457.978457000003,0
13.802730236462391,13,16.178754552281323,1,48,3,1,3,1,1,0,14.564092918449106,2,0,17.656924407850404,40-49,2.0,10625363.225999992,46591299.99999993,2114000.0000000014,21250726.451999985,1
7.155396301896734,8,9.75820678716859,1,66,3,1,0,2,3,0,0.0,2,0,7.155396301896734,65+,8.0,17294.589178000006,1279.9999999999995,0.0,138356.71342400005,0
11.002116507732016,13,11.658397725704075,1,39,3,1,0,2,1,0,12.235636302128867,2,0,12.034696963475044,30-39,0.75,115657.56512999976,168500.0,205999.99999999988,86743.17384749981,1
6.2166061010848646,9,10.386788464403516,0,42,0,0,3,2,1,0,10.454523783963513,4,0,7.170888478512505,40-49,2.0,32427.35470899998,1299.9999999999995,34700.00000000005,64854.70941799996,0
5.303304908059076,10,10.540934738927314,0,31,0,1,1,1,1,0,9.933094897288786,1,0,5.303304908059076,30-39,0.75,37831.91382800001,200.0,20600.0,28373.935371000007,0
8.37816098272068,3,10.87739942351305,1,74,3,0,1,2,3,0,0.0,2,0,12.557964669521446,65+,8.0,52964.67935899999,284349.9999999999,0.0,423717.4348719999,0
0.6931471805599453,4,9.69367212060944,1,84,1,0,0,2,3,0,9.648659816955297,1,0,6.400257445308821,65+,8.0,16213.677355,600.9999999999999,15500.000000000036,129709.41884,0
8.648396877031582,12,11.392290774522229,1,37,3,0,0,1,1,0,12.250094315624496,3,0,11.426288563310504,30-39,0.75,88634.76953900007,91699.9999999999,208999.99999999988,66476.07715425006,1
8.343077871169383,13,11.518169685974078,1,52,2,1,0,2,1,0,12.612207529288542,5,0,11.200964361058276,50-59,4.0,100524.79959999991,73200.00000000001,300199.9999999998,402099.19839999964,0
13.407543823396258,13,14.566260469282453,1,52,3,1,2,1,1,0,0.0,3,0,16.518414271924257,50-59,4.0,2118587.174300002,14922999.999999996,0.0,8474348.697200008,1
7.601402334583733,9,11.128709656194046,1,75,2,0,0,2,3,0,11.776066350866136,3,0,7.601402334583733,65+,8.0,68097.44488999996,2000.0,130099.99999999988,544779.5591199996,0
9.210440366976515,13,12.991915683347502,1,62,3,0,0,1,1,0,12.628070334272698,2,0,14.062371417145494,60-64,6.0,438850.2004000002,1279999.9999999988,304999.99999999977,2633101.202400001,0
9.942756341456828,10,11.367598443988374,1,32,2,1,1,1,1,0,12.04355959836804,5,0,12.436394371990376,30-39,0.75,86472.94589200003,251800.00000000017,170000.00000000012,64854.70941900002,1
6.803505257608338,12,10.482095840823945,0,63,2,0,0,2,1,0,6.329720905522696,5,0,6.803505257608338,60-64,6.0,35670.09018000006,899.9999999999998,559.9999999999998,214020.54108000034,0
12.631343648903034,9,13.239390835772962,1,64,3,1,0,1,2,0,14.346139397261563,5,0,13.716795688777268,60-64,6.0,562074.1483000003,906000.0000000008,1699999.9999999958,3372444.889800002,0
14.39548960032884,8,16.354612387125037,1,79,3,1,0,1,3,0,0.0,5,0,19.26373820224321,65+,8.0,12668286.573000008,232346000.0,0.0,101346292.58400007,1
10.477316144080852,13,13.811021285824332,1,50,3,1,2,1,1,0,13.815511557963774,4,0,15.571556662760935,50-59,4.0,995519.7895799999,5789499.999999987,999999.9999999997,3982079.1583199995,1
10.043292972227004,12,12.258564547947534,0,45,3,0,1,1,1,1,9.87822102528824,4,0,13.777809729201325,40-49,2.0,210777.8056099999,963000.000000002,19500.0,421555.6112199998,1
5.802118375377063,5,10.31779779558084,1,52,1,0,3,1,3,0,9.642187721358466,1,0,5.802118375377063,50-59,4.0,30265.531061999973,330.0,15400.00000000001,121062.12424799989,0
11.736077016252436,12,11.94139381776646,1,71,3,1,0,2,1,0,11.961456448214491,5,0,12.314931534737134,65+,8.0,153489.47896000024,223000.00000000003,156599.99999999988,1227915.831680002,0
11.38737357979909,12,10.699154876036824,1,39,0,0,1,2,1,0,10.056251557087757,3,0,11.729656499978892,30-39,0.75,44317.38476999999,124199.99999999996,23299.999999999996,33238.03857749999,1
10.239995502805316,8,10.674462827538376,1,47,3,1,1,1,1,0,11.450102804235202,3,0,10.34177474101152,40-49,2.0,43236.47294599996,31000.000000000015,93909.99999999996,86472.94589199992,0
9.680406499268877,8,10.35288797609956,0,22,2,1,0,1,1,0,9.088285725968875,2,1,10.2328272702548,Under 30,0.25,31346.442886000004,27799.999999999975,8849.999999999984,7836.610721500001,1
10.34177474101152,12,13.219972784794315,0,53,3,1,0,2,3,0,14.04662307257814,3,0,15.573541046832258,50-59,4.0,551265.0300599996,5800999.999999997,1260000.0,2205060.120239998,1
5.831882477283517,13,11.010928456106528,0,39,2,1,2,1,1,0,10.27163147557801,5,0,11.516329664103791,30-39,0.75,60531.06212399997,100340.00000000004,28900.0,45398.29659299998,1
3.9318256327243257,2,10.204473075038807,0,68,1,0,0,1,3,0,0.0,3,0,3.9318256327243257,65+,8.0,27022.79559099997,50.0,0.0,216182.36472799975,0
6.255750041753367,8,10.281431375093115,0,40,1,0,0,2,1,0,0.0,5,0,8.166500319155052,40-49,2.0,29184.61923800001,3519.9999999999977,0.0,58369.23847600002,0
3.713572066704308,1,10.35288797609956,1,75,3,0,2,2,3,0,0.0,4,0,3.713572066704308,65+,8.0,31346.442886000004,40.00000000000001,0.0,250771.54308800003,0
